,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName_Yes,HasName_No,Age_in_Months,Colors,Breeds
13733,Transfer,0,1,0,0,0,0,1,0,1,0.0,Sable,Mix
13734,Transfer,1,0,0,0,0,0,1,1,0,0.25,BiColor,Mix
13735,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
13736,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
13737,Return_to_owner,0,0,1,0,0,1,0,1,0,36.0,BiColor,Mix
13738,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13739,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13740,Adoption,0,1,0,0,0,1,0,1,0,1.0,BiColor,Mix
13741,Return_to_owner,0,1,0,0,0,0,1,1,0,9.0,BiColor,Mix
13742,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
13743,Transfer,1,0,0,0,0,1,0,0,1,0.75,BiColor,Mix
13744,Transfer,0,1,0,0,0,0,1,0,1,4.0,Tricolor,Mix
13745,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
13746,Euthanasia,0,1,0,0,0,1,0,0,1,24.0,Blue,Mix
13747,Transfer,0,0,0,0,1,1,0,0,1,0.25,Lynx Point,Mix
13748,Transfer,0,1,0,0,0,1,0,1,0,24.0,Tabby,Mix
13749,Adoption,0,0,0,1,0,0,1,1,0,84.0,BiColor,Mix
13750,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Purebreed
13751,Transfer,0,1,0,0,0,0,1,1,0,1.0,BiColor,Mix
13752,Euthanasia,1,0,0,0,0,0,1,0,1,12.0,Tan,Mix
13753,Adoption,0,0,0,1,0,1,0,0,1,2.0,Tabby,Mix
13754,Transfer,0,0,0,1,0,1,0,1,0,72.0,Tabby,Mix
13755,Transfer,1,0,0,0,0,1,0,1,0,1.0,Blue,Mix
13756,Transfer,0,0,0,1,0,0,1,1,0,2.0,Brown,Mix
13757,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13758,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
13759,Adoption,0,0,1,0,0,1,0,1,0,10.0,Black,Mix
13760,Transfer,0,0,0,0,1,1,0,0,1,0.25,BiColor,Mix
13761,Adoption,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
13762,Return_to_owner,0,0,0,1,0,1,0,1,0,36.0,Tortie,Mix
13763,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
13764,Return_to_owner,0,1,0,0,0,0,1,1,0,36.0,BiColor,Mix
13765,Transfer,0,0,1,0,0,0,1,0,1,24.0,BiColor,Mix
13766,Adoption,0,0,1,0,0,1,0,1,0,48.0,Tabby,Mix
13767,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
13768,Adoption,0,0,0,1,0,0,1,1,0,36.0,Tricolor,Hybrid
13769,Adoption,0,0,0,1,0,0,1,1,0,96.0,White,Purebreed
13770,Adoption,0,0,1,0,0,1,0,1,0,84.0,Black,Mix
13771,Euthanasia,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13772,Transfer,0,1,0,0,0,1,0,1,0,6.0,Black,Mix
13773,Adoption,0,0,0,1,0,0,1,1,0,60.0,Black,Mix
13774,Return_to_owner,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
13775,Adoption,0,0,0,1,0,0,1,1,0,60.0,Sable,Mix
13776,Adoption,0,0,0,1,0,0,1,0,1,10.0,BiColor,Mix
13777,Euthanasia,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
13778,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Purebreed
13779,Return_to_owner,0,1,0,0,0,0,1,1,0,132.0,BiColor,Mix
13780,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
13781,Died,0,1,0,0,0,1,0,1,0,1.0,Tabby,Mix
13782,Transfer,0,0,0,1,0,1,0,1,0,36.0,BiColor,Mix
13783,Transfer,0,0,1,0,0,0,1,1,0,9.0,BiColor,Mix
13784,Transfer,1,0,0,0,0,0,1,0,1,0.0,BiColor,Mix
13785,Adoption,0,0,1,0,0,1,0,1,0,36.0,Seal Point,Mix
13786,Transfer,0,1,0,0,0,1,0,1,0,3.0,Black,Mix
13787,Transfer,0,0,0,0,1,1,0,0,1,0.25,BiColor,Mix
13788,Adoption,0,0,0,1,0,1,0,1,0,2.0,Seal Point,Purebreed
13789,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
13790,Transfer,0,0,0,0,1,1,0,0,1,3.0,Tabby,Mix
13791,Adoption,0,0,0,1,0,0,1,1,0,10.0,BiColor,Mix
13792,Adoption,0,0,1,0,0,1,0,1,0,5.0,Tabby,Mix
13793,Adoption,0,0,1,0,0,1,0,0,1,2.0,Tabby,Mix
13794,Euthanasia,1,0,0,0,0,1,0,0,1,3.0,Tabby,Mix
13795,Adoption,0,0,0,1,0,0,1,1,0,60.0,Red,Mix
13796,Return_to_owner,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
13797,Transfer,0,0,0,1,0,0,1,1,0,36.0,Tan,Mix
13798,Return_to_owner,0,1,0,0,0,0,1,1,0,6.0,White,Mix
13799,Adoption,0,0,1,0,0,0,1,1,0,9.0,Tan,Hybrid
13800,Transfer,1,0,0,0,0,0,1,1,0,120.0,Black,Mix
13801,Adoption,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
13802,Transfer,0,1,0,0,0,1,0,0,1,3.0,Black,Mix
13803,Transfer,0,1,0,0,0,0,1,1,0,6.0,BiColor,Mix
13804,Return_to_owner,0,0,1,0,0,1,0,1,0,12.0,Tabby,Mix
13805,Return_to_owner,0,0,0,1,0,0,1,1,0,216.0,Yellow,Mix
13806,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,Yellow,Mix
13807,Transfer,0,0,1,0,0,1,0,1,0,5.0,BiColor,Mix
13808,Transfer,0,0,1,0,0,0,1,1,0,36.0,Brown,Purebreed
13809,Adoption,0,0,0,1,0,1,0,1,0,24.0,BiColor,Mix
13810,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
13811,Adoption,0,0,1,0,0,0,1,1,0,96.0,Red,Hybrid
13812,Adoption,0,0,1,0,0,0,1,1,0,36.0,Sable,Mix
13813,Transfer,0,0,1,0,0,1,0,1,0,36.0,Seal Point,Mix
13814,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tortie,Mix
13815,Adoption,0,0,0,1,0,1,0,1,0,5.0,Calico,Mix
13816,Adoption,0,0,0,1,0,0,1,1,0,7.0,BiColor,Mix
13817,Transfer,1,0,0,0,0,1,0,0,1,3.0,Black,Mix
13818,Transfer,0,0,0,1,0,0,1,1,0,24.0,BiColor,Hybrid
13819,Transfer,0,1,0,0,0,1,0,1,0,0.5,BiColor,Mix
13820,Adoption,0,0,1,0,0,0,1,1,0,5.0,BiColor,Mix
13821,Euthanasia,0,1,0,0,0,0,1,1,0,108.0,BiColor,Purebreed
13822,Transfer,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
13823,Adoption,0,0,0,1,0,1,0,1,0,8.0,Black,Mix
13824,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13825,Euthanasia,0,1,0,0,0,0,1,1,0,36.0,BiColor,Mix
13826,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13827,Adoption,0,0,1,0,0,1,0,1,0,36.0,Tabby,Mix
13828,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Hybrid
13829,Euthanasia,0,1,0,0,0,0,1,1,0,48.0,BiColor,Mix
13830,Transfer,0,0,0,0,1,1,0,0,1,6.0,Blue,Mix
13831,Adoption,0,0,1,0,0,0,1,1,0,24.0,Other,Purebreed
13832,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
13833,Euthanasia,0,0,1,0,0,1,0,0,1,24.0,BiColor,Mix
13834,Transfer,0,0,0,0,1,1,0,0,1,12.0,BiColor,Mix
13835,Adoption,0,0,0,1,0,0,1,1,0,108.0,BiColor,Mix
13836,Adoption,0,0,0,1,0,0,1,0,1,96.0,BiColor,Mix
13837,Adoption,0,0,0,1,0,1,0,1,0,3.0,Black,Mix
13838,Transfer,0,1,0,0,0,1,0,0,1,24.0,Tabby,Mix
13839,Adoption,0,0,1,0,0,0,1,1,0,24.0,White,Mix
13840,Adoption,0,0,1,0,0,1,0,1,0,4.0,Tabby,Mix
13841,Transfer,0,0,0,1,0,1,0,0,1,24.0,Tortie,Mix
13842,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
13843,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tabby,Mix
13844,Transfer,1,0,0,0,0,0,1,1,0,12.0,BiColor,Hybrid
13845,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
13846,Return_to_owner,0,0,1,0,0,0,1,1,0,96.0,Brown,Mix
13847,Transfer,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
13848,Transfer,1,0,0,0,0,0,1,0,1,1.0,BiColor,Mix
13849,Adoption,0,0,1,0,0,1,0,1,0,8.0,BiColor,Mix
13850,Adoption,0,0,0,1,0,1,0,1,0,12.0,BiColor,Mix
13851,Return_to_owner,1,0,0,0,0,0,1,1,0,24.0,BiColor,Mix
13852,Transfer,0,0,1,0,0,0,1,0,1,12.0,Tricolor,Hybrid
13853,Transfer,0,1,0,0,0,0,1,1,0,3.0,BiColor,Mix
13854,Transfer,0,0,1,0,0,0,1,1,0,9.0,BiColor,Mix
13855,Transfer,0,0,0,1,0,0,1,1,0,96.0,BiColor,Hybrid
13856,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13857,Died,0,1,0,0,0,1,0,0,1,0.5,Tabby,Mix
13858,Adoption,0,0,0,1,0,0,1,1,0,12.0,Tan,Mix
13859,Adoption,0,0,1,0,0,0,1,1,0,8.0,BiColor,Hybrid
13860,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
13861,Transfer,0,0,1,0,0,0,1,1,0,8.0,BiColor,Mix
13862,Transfer,0,1,0,0,0,0,1,0,1,0.0,Black,Mix
13863,Euthanasia,1,0,0,0,0,1,0,1,0,1.0,Tabby,Mix
13864,Adoption,1,0,0,0,0,0,1,1,0,24.0,Tan,Hybrid
13865,Transfer,1,0,0,0,0,1,0,0,1,4.0,Tortie,Mix
13866,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
13867,Adoption,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
13868,Adoption,0,0,1,0,0,0,1,0,1,4.0,Brown,Mix
13869,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
13870,Adoption,0,0,1,0,0,0,1,0,1,24.0,Tricolor,Mix
13871,Return_to_owner,0,0,0,1,0,0,1,1,0,96.0,BiColor,Purebreed
13872,Return_to_owner,0,1,0,0,0,0,1,1,0,120.0,Brown Brindle,Mix
13873,Adoption,0,0,1,0,0,0,1,1,0,96.0,Tricolor,Mix
13874,Euthanasia,1,0,0,0,0,1,0,0,1,5.0,Torbie,Mix
13875,Transfer,0,1,0,0,0,1,0,0,1,0.25,Tabby,Mix
13876,Transfer,0,0,0,1,0,0,1,1,0,3.0,BiColor,Hybrid
13877,Adoption,0,0,0,1,0,0,1,1,0,3.0,BiColor,Hybrid
13878,Transfer,0,1,0,0,0,1,0,0,1,0.5,Black,Mix
13879,Euthanasia,0,1,0,0,0,0,1,0,1,60.0,BiColor,Hybrid
13880,Adoption,0,0,0,1,0,0,1,1,0,6.0,BiColor,Mix
13881,Adoption,0,0,1,0,0,0,1,1,0,10.0,BiColor,Hybrid
13882,Adoption,0,0,0,1,0,0,1,1,0,24.0,Black,Mix
13883,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
13884,Adoption,0,0,1,0,0,1,0,1,0,4.0,BiColor,Mix
13885,Return_to_owner,0,0,1,0,0,0,1,1,0,10.0,BiColor,Mix
13886,Adoption,0,1,0,0,0,1,0,1,0,2.0,BiColor,Mix
13887,Transfer,1,0,0,0,0,0,1,1,0,12.0,Red,Purebreed
13888,Transfer,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
13889,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,BiColor,Mix
13890,Euthanasia,0,0,1,0,0,0,1,1,0,60.0,BiColor,Hybrid
13891,Adoption,0,0,0,1,0,1,0,1,0,3.0,Tabby,Mix
13892,Transfer,0,1,0,0,0,1,0,0,1,24.0,Black,Mix
13893,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
13894,Return_to_owner,0,0,1,0,0,0,1,1,0,72.0,BiColor,Mix
13895,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13896,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Tricolor,Mix
13897,Adoption,0,0,1,0,0,0,1,1,0,36.0,Brown,Mix
13898,Adoption,0,0,1,0,0,0,1,1,0,36.0,BiColor,Hybrid
13899,Transfer,1,0,0,0,0,1,0,1,0,12.0,Calico,Mix
13900,Adoption,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
13901,Adoption,0,0,1,0,0,0,1,1,0,5.0,BiColor,Hybrid
13902,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,Black,Mix
13903,Adoption,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
13904,Return_to_owner,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
13905,Transfer,1,0,0,0,0,0,1,0,1,1.0,BiColor,Hybrid
13906,Transfer,0,0,0,1,0,1,0,1,0,120.0,BiColor,Mix
13907,Adoption,0,0,1,0,0,1,0,1,0,3.0,Tabby,Mix
13908,Transfer,0,1,0,0,0,1,0,0,1,0.75,BiColor,Mix
13909,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Hybrid
13910,Return_to_owner,0,0,0,1,0,1,0,1,0,120.0,Black,Mix
13911,Transfer,1,0,0,0,0,1,0,0,1,4.0,Tortie,Mix
13912,Transfer,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
13913,Adoption,0,0,1,0,0,1,0,1,0,8.0,BiColor,Mix
13914,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,BiColor,Mix
13915,Return_to_owner,1,0,0,0,0,1,0,1,0,240.0,BiColor,Mix
13916,Transfer,0,1,0,0,0,0,1,1,0,7.0,BiColor,Mix
13917,Transfer,0,0,1,0,0,0,1,1,0,84.0,Tan,Mix
13918,Return_to_owner,0,0,0,1,0,0,1,1,0,72.0,White,Mix
13919,Adoption,0,0,1,0,0,0,1,1,0,10.0,BiColor,Mix
13920,Adoption,0,0,1,0,0,1,0,1,0,12.0,BiColor,Mix
13921,Transfer,0,1,0,0,0,1,0,0,1,0.5,Tabby,Mix
13922,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,White,Mix
13923,Transfer,0,1,0,0,0,0,1,1,0,5.0,White,Hybrid
13924,Transfer,0,0,0,0,1,1,0,0,1,0.25,Tabby,Mix
13925,Adoption,0,0,1,0,0,1,0,1,0,12.0,Tabby,Mix
13926,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
13927,Transfer,0,0,0,0,1,1,0,0,1,0.5,Black,Mix
13928,Return_to_owner,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
13929,Adoption,0,0,1,0,0,0,1,0,1,5.0,BiColor,Mix
13930,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13931,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Yellow,Mix
13932,Transfer,1,0,0,0,0,0,1,1,0,10.0,BiColor,Mix
13933,Transfer,0,0,1,0,0,1,0,1,0,2.0,Black,Mix
13934,Transfer,0,1,0,0,0,1,0,0,1,0.0,Tabby,Mix
13935,Euthanasia,0,0,0,1,0,1,0,1,0,72.0,Calico,Purebreed
13936,Adoption,0,0,1,0,0,0,1,0,1,12.0,Brown,Mix
13937,Adoption,0,0,0,1,0,1,0,0,1,2.0,Black,Mix
13938,Transfer,0,0,0,1,0,0,1,1,0,48.0,BiColor,Hybrid
13939,Adoption,0,0,1,0,0,1,0,1,0,2.0,BiColor,Mix
13940,Adoption,0,0,0,1,0,1,0,1,0,48.0,Tabby,Mix
13941,Transfer,0,0,0,0,1,1,0,0,1,0.5,Tabby,Mix
13942,Transfer,0,1,0,0,0,1,0,0,1,0.0,Tabby,Mix
13943,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
13944,Adoption,0,0,0,1,0,0,1,1,0,84.0,BiColor,Mix
13945,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Chocolate,Mix
13946,Euthanasia,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
13947,Return_to_owner,0,0,1,0,0,0,1,0,1,2.0,BiColor,Mix
13948,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
13949,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13950,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,Brown,Mix
13951,Transfer,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
13952,Transfer,0,0,0,1,0,0,1,1,0,60.0,BiColor,Mix
13953,Adoption,0,0,1,0,0,1,0,1,0,12.0,Black,Mix
13954,Adoption,0,0,1,0,0,1,0,1,0,36.0,Tabby,Mix
13955,Transfer,0,0,1,0,0,1,0,1,0,8.0,BiColor,Mix
13956,Transfer,0,0,1,0,0,0,1,1,0,96.0,Buff,Purebreed
13957,Adoption,0,0,0,1,0,1,0,1,0,2.0,Torbie,Mix
13958,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
13959,Adoption,0,0,1,0,0,0,1,1,0,6.0,BiColor,Hybrid
13960,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,White,Mix
13961,Adoption,0,0,0,1,0,0,1,1,0,2.0,BiColor,Mix
13962,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
13963,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Black,Mix
13964,Transfer,0,0,0,1,0,1,0,1,0,5.0,BiColor,Mix
13965,Return_to_owner,0,0,0,1,0,0,1,1,0,36.0,Brown,Mix
13966,Adoption,0,0,0,1,0,0,1,1,0,48.0,Red,Hybrid
13967,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
13968,Euthanasia,0,1,0,0,0,1,0,0,1,1.0,Black,Mix
13969,Transfer,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
13970,Transfer,0,0,0,1,0,0,1,1,0,11.0,BiColor,Mix
13971,Adoption,0,0,0,1,0,1,0,0,1,2.0,Other,Mix
13972,Transfer,0,0,1,0,0,0,1,1,0,36.0,White,Hybrid
13973,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
13974,Adoption,0,0,1,0,0,0,1,1,0,12.0,Other,Mix
13975,Adoption,0,0,1,0,0,1,0,0,1,12.0,Black,Mix
13976,Transfer,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
13977,Transfer,0,1,0,0,0,1,0,0,1,12.0,Tabby,Mix
13978,Transfer,0,0,1,0,0,0,1,1,0,7.0,Tricolor,Mix
13979,Adoption,0,0,0,1,0,1,0,1,0,3.0,Calico,Mix
13980,Adoption,0,0,1,0,0,1,0,0,1,2.0,Other,Mix
13981,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,Tan,Mix
13982,Transfer,1,0,0,0,0,1,0,0,1,1.0,Other,Mix
13983,Euthanasia,0,1,0,0,0,0,1,0,1,24.0,BiColor,Mix
13984,Transfer,0,0,0,1,0,1,0,1,0,4.0,Black,Mix
13985,Transfer,0,1,0,0,0,0,1,1,0,24.0,BiColor,Mix
13986,Adoption,0,0,1,0,0,1,0,0,1,2.0,BiColor,Mix
13987,Return_to_owner,0,0,0,1,0,0,1,1,0,168.0,Black,Mix
13988,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Mix
13989,Adoption,0,0,0,1,0,0,1,1,0,5.0,BiColor,Purebreed
13990,Transfer,1,0,0,0,0,1,0,0,1,0.75,Black,Mix
13991,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,Tricolor,Mix
13992,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Purebreed
13993,Adoption,0,0,1,0,0,1,0,1,0,1.0,Tabby,Mix
13994,Return_to_owner,0,0,0,1,0,0,1,1,0,144.0,Buff,Purebreed
13995,Return_to_owner,0,1,0,0,0,0,1,1,0,180.0,BiColor,Mix
13996,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Hybrid
13997,Transfer,1,0,0,0,0,0,1,1,0,3.0,Buff,Mix
13998,Transfer,0,0,1,0,0,0,1,1,0,84.0,BiColor,Hybrid
13999,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,BiColor,Mix
14000,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Brown Brindle,Purebreed
14001,Adoption,1,0,0,0,0,0,1,1,0,60.0,White,Mix
14002,Adoption,0,0,0,1,0,0,1,1,0,12.0,Brown,Mix
14003,Transfer,0,1,0,0,0,1,0,0,1,0.5,BiColor,Mix
14004,Transfer,0,1,0,0,0,1,0,0,1,1.0,BiColor,Mix
14005,Adoption,0,0,1,0,0,1,0,1,0,144.0,BiColor,Mix
14006,Euthanasia,0,1,0,0,0,0,1,1,0,60.0,BiColor,Mix
14007,Adoption,0,0,1,0,0,0,1,1,0,9.0,BiColor,Mix
14008,Adoption,0,0,0,1,0,1,0,1,0,2.0,BiColor,Mix
14009,Euthanasia,1,0,0,0,0,1,0,0,1,0.25,Tortie,Mix
14010,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,Brown,Mix
14011,Transfer,0,0,0,0,1,1,0,0,1,12.0,Black,Mix
14012,Return_to_owner,0,0,1,0,0,0,1,1,0,120.0,BiColor,Mix
14013,Adoption,0,0,0,1,0,1,0,1,0,2.0,Tabby,Mix
14014,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14015,Transfer,0,1,0,0,0,0,1,1,0,1.0,Sable,Mix
14016,Transfer,0,0,1,0,0,0,1,0,1,8.0,Tan,Mix
14017,Adoption,0,0,1,0,0,0,1,1,0,2.0,BiColor,Hybrid
14018,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14019,Transfer,1,0,0,0,0,1,0,1,0,1.0,Tabby,Mix
14020,Adoption,0,0,1,0,0,1,0,1,0,1.0,BiColor,Mix
14021,Euthanasia,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14022,Transfer,0,0,1,0,0,1,0,0,1,24.0,Tabby,Mix
14023,Adoption,0,0,1,0,0,0,1,1,0,24.0,BiColor,Purebreed
14024,Transfer,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
14025,Adoption,0,0,0,1,0,1,0,1,0,24.0,BiColor,Mix
14026,Transfer,0,0,0,1,0,0,1,1,0,2.0,Tricolor,Mix
14027,Adoption,0,0,1,0,0,0,1,0,1,2.0,BiColor,Hybrid
14028,Adoption,0,0,1,0,0,0,1,1,0,60.0,Black,Mix
14029,Adoption,0,0,1,0,0,0,1,1,0,3.0,BiColor,Purebreed
14030,Transfer,0,1,0,0,0,0,1,1,0,12.0,BiColor,Mix
14031,Return_to_owner,0,0,0,1,0,1,0,1,0,84.0,BiColor,Mix
14032,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,Chocolate,Mix
14033,Adoption,0,0,0,1,0,1,0,1,0,12.0,Tabby,Mix
14034,Return_to_owner,1,0,0,0,0,0,1,0,1,0.5,BiColor,Mix
14035,Transfer,1,0,0,0,0,1,0,0,1,12.0,BiColor,Mix
14036,Adoption,0,0,0,1,0,1,0,1,0,6.0,Torbie,Mix
14037,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,Black,Mix
14038,Euthanasia,0,0,1,0,0,0,1,1,0,108.0,BiColor,Purebreed
14039,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14040,Return_to_owner,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
14041,Euthanasia,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
14042,Transfer,1,0,0,0,0,0,1,1,0,6.0,BiColor,Hybrid
14043,Transfer,0,0,1,0,0,0,1,1,0,48.0,Black,Mix
14044,Return_to_owner,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14045,Adoption,0,0,0,1,0,0,1,1,0,48.0,BiColor,Mix
14046,Adoption,0,0,0,1,0,0,1,1,0,24.0,BiColor,Mix
14047,Adoption,0,0,1,0,0,1,0,1,0,1.0,BiColor,Mix
14048,Adoption,0,0,0,1,0,0,1,1,0,84.0,BiColor,Hybrid
14049,Adoption,0,0,0,1,0,0,1,1,0,84.0,White,Mix
14050,Died,0,1,0,0,0,1,0,0,1,3.0,Other,Mix
14051,Transfer,1,0,0,0,0,1,0,1,0,36.0,Calico,Mix
14052,Euthanasia,0,0,1,0,0,0,1,1,0,48.0,BiColor,Mix
14053,Transfer,0,1,0,0,0,1,0,0,1,48.0,BiColor,Purebreed
14054,Return_to_owner,0,0,0,1,0,0,1,1,0,12.0,White,Mix
14055,Euthanasia,0,0,1,0,0,0,1,1,0,36.0,BiColor,Mix
14056,Transfer,0,0,0,0,1,1,0,0,1,12.0,Blue,Mix
14057,Adoption,0,0,0,1,0,0,1,0,1,12.0,BiColor,Mix
14058,Adoption,0,0,1,0,0,1,0,1,0,2.0,Tabby,Mix
14059,Transfer,0,1,0,0,0,0,1,1,0,5.0,BiColor,Hybrid
14060,Transfer,0,0,1,0,0,0,1,1,0,11.0,BiColor,Mix
14061,Transfer,0,0,0,1,0,0,1,1,0,12.0,Tan,Mix
14062,Return_to_owner,0,0,1,0,0,0,1,1,0,84.0,Brown,Mix
14063,Return_to_owner,0,0,0,1,0,0,1,1,0,132.0,Black,Mix
14064,Transfer,1,0,0,0,0,1,0,0,1,0.75,Tabby,Mix
14065,Transfer,0,0,0,1,0,0,1,1,0,144.0,Tricolor,Mix
14066,Transfer,0,0,1,0,0,0,1,1,0,12.0,BiColor,Hybrid
14067,Adoption,0,0,1,0,0,0,1,1,0,3.0,BiColor,Mix
14068,Transfer,1,0,0,0,0,1,0,1,0,2.0,Torbie,Mix
14069,Euthanasia,0,1,0,0,0,1,0,0,1,24.0,BiColor,Mix
14070,Adoption,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14071,Return_to_owner,0,0,1,0,0,0,1,1,0,12.0,BiColor,Mix
14072,Transfer,0,0,0,1,0,0,1,0,1,48.0,BiColor,Mix
14073,Transfer,1,0,0,0,0,0,1,1,0,4.0,BiColor,Hybrid
14074,Return_to_owner,0,0,1,0,0,0,1,1,0,24.0,BiColor,Mix
14075,Transfer,0,1,0,0,0,0,1,0,1,0.0,Brown,Mix
14076,Adoption,0,0,1,0,0,1,0,1,0,6.0,BiColor,Mix
14077,Adoption,0,0,1,0,0,0,1,1,0,10.0,BiColor,Purebreed
14078,Adoption,0,0,0,1,0,0,1,1,0,3.0,BiColor,Mix
14079,Adoption,0,0,0,1,0,0,1,1,0,72.0,Brown Brindle,Mix
14080,Return_to_owner,0,0,1,0,0,0,1,1,0,60.0,BiColor,Mix
14081,Transfer,0,1,0,0,0,1,0,0,1,0.75,Other,Purebreed
14082,Transfer,0,0,0,0,1,1,0,0,1,0.5,BiColor,Mix
