,Outcome,Sex_Intact Female,Sex_Intact Male,Sex_Neutered Male,Sex_Spayed Female,Sex_Unknown,AnimalType_Cat,AnimalType_Dog,HasName,Age_in_Months,Adopted_Month,Adopted_Time,Colors,Breeds
10574,Transfer,0,0,0,1,0,1,0,1,24.0,9,14,13924,22298
10575,Return_to_owner,0,0,0,1,0,0,1,1,60.0,8,15,932,22298
10576,Return_to_owner,0,0,0,1,0,1,0,1,2.0,10,6,13924,22298
10577,Adoption,0,0,1,0,0,1,0,1,4.0,2,17,3212,22298
10578,Adoption,0,1,0,0,0,1,0,1,2.0,7,12,13924,22298
10579,Adoption,0,0,0,1,0,0,1,0,3.0,7,13,2292,22298
10580,Adoption,0,0,1,0,0,0,1,1,24.0,12,17,13924,22298
10581,Transfer,1,0,0,0,0,0,1,0,5.0,11,13,13924,1391
10582,Adoption,0,0,0,1,0,0,1,1,10.0,3,15,2772,3040
10583,Return_to_owner,0,0,0,1,0,0,1,1,48.0,8,16,932,22298
10584,Adoption,0,0,1,0,0,0,1,1,24.0,7,17,13924,3040
10585,Adoption,0,0,1,0,0,1,0,1,2.0,11,15,2292,22298
10586,Transfer,0,1,0,0,0,0,1,1,24.0,2,14,13924,22298
10587,Transfer,1,0,0,0,0,1,0,0,0.75,7,10,3212,22298
10588,Transfer,0,0,1,0,0,0,1,1,132.0,7,14,932,3040
10589,Adoption,0,0,1,0,0,0,1,1,48.0,6,16,13924,3040
10590,Euthanasia,0,1,0,0,0,0,1,1,84.0,11,12,13924,22298
10591,Adoption,0,0,0,1,0,0,1,1,9.0,5,7,13924,22298
10592,Adoption,0,0,0,1,0,1,0,1,120.0,9,12,2772,22298
10593,Transfer,1,0,0,0,0,1,0,0,12.0,9,9,13924,22298
10594,Return_to_owner,0,0,1,0,0,0,1,1,12.0,4,11,2772,3040
10595,Adoption,0,0,0,1,0,1,0,1,2.0,8,5,517,22298
10596,Return_to_owner,0,0,1,0,0,0,1,1,12.0,12,17,13924,22298
10597,Return_to_owner,0,0,0,1,0,0,1,1,24.0,2,17,13924,22298
10598,Return_to_owner,0,0,1,0,0,1,0,1,4.0,8,17,2772,22298
10599,Adoption,0,0,0,1,0,1,0,1,2.0,10,1,2292,22298
10600,Adoption,0,1,0,0,0,0,1,1,12.0,7,2,13924,1391
10601,Adoption,0,0,1,0,0,0,1,0,1.0,6,17,13924,22298
10602,Return_to_owner,0,0,1,0,0,0,1,1,36.0,10,7,2292,1391
10603,Transfer,1,0,0,0,0,1,0,0,12.0,6,9,13924,22298
10604,Transfer,1,0,0,0,0,1,0,1,1.0,5,9,13924,22298
10605,Transfer,0,1,0,0,0,0,1,0,1.0,12,11,13924,3040
10606,Transfer,0,1,0,0,0,0,1,1,12.0,11,13,13924,3040
10607,Transfer,0,0,1,0,0,0,1,0,48.0,10,2,2772,3040
10608,Transfer,0,0,0,0,1,1,0,0,0.0,5,12,13924,22298
10609,Adoption,0,0,0,1,0,1,0,0,2.0,12,12,13924,22298
10610,Return_to_owner,0,0,1,0,0,0,1,1,108.0,6,18,13924,22298
10611,Adoption,0,0,0,1,0,1,0,1,48.0,3,17,532,22298
10612,Transfer,1,0,0,0,0,1,0,0,60.0,11,14,2772,22298
10613,Transfer,0,0,0,0,1,1,0,0,1.0,5,15,13924,22298
10614,Transfer,1,0,0,0,0,1,0,0,180.0,5,15,3212,22298
10615,Adoption,0,0,0,1,0,0,1,0,1.0,5,12,13924,3040
10616,Adoption,0,0,0,1,0,1,0,1,5.0,9,17,2292,22298
10617,Adoption,0,0,0,1,0,1,0,1,2.0,11,17,2772,22298
10618,Return_to_owner,0,0,1,0,0,0,1,1,24.0,10,11,628,22298
10619,Return_to_owner,0,0,1,0,0,1,0,1,36.0,2,16,13924,22298
10620,Transfer,1,0,0,0,0,1,0,1,1.0,3,11,2772,22298
10621,Adoption,0,0,1,0,0,0,1,1,2.0,2,14,932,22298
10622,Adoption,0,0,0,1,0,1,0,1,84.0,12,23,3212,22298
10623,Adoption,0,0,1,0,0,0,1,1,1.0,2,17,13924,1391
10624,Adoption,0,0,0,1,0,0,1,1,24.0,1,17,13924,1391
10625,Transfer,0,0,0,1,0,0,1,1,108.0,7,6,2772,3040
10626,Adoption,1,0,0,0,0,0,1,1,2.0,11,16,13924,22298
10627,Transfer,1,0,0,0,0,1,0,0,1.0,8,11,13924,22298
10628,Return_to_owner,0,0,0,1,0,0,1,1,12.0,11,3,628,22298
10629,Euthanasia,0,1,0,0,0,0,1,1,12.0,10,10,13924,22298
10630,Adoption,0,0,1,0,0,0,1,1,36.0,11,16,13924,22298
10631,Adoption,0,0,0,1,0,1,0,1,108.0,3,17,13924,1391
10632,Adoption,0,0,0,1,0,0,1,1,72.0,3,12,13924,1391
10633,Transfer,0,0,0,0,1,1,0,0,12.0,9,9,13924,22298
10634,Adoption,0,0,0,1,0,0,1,1,12.0,6,15,13924,22298
10635,Transfer,0,1,0,0,0,1,0,1,1.0,8,10,3212,22298
10636,Transfer,0,0,0,1,0,1,0,1,132.0,7,14,13924,22298
10637,Transfer,0,1,0,0,0,0,1,1,3.0,7,15,13924,22298
10638,Transfer,0,1,0,0,0,0,1,0,2.0,12,13,13924,22298
10639,Transfer,0,1,0,0,0,1,0,0,0.0,8,15,2292,22298
10640,Transfer,0,1,0,0,0,1,0,0,4.0,8,9,2772,22298
10641,Transfer,0,0,0,0,1,1,0,0,0.75,8,13,3212,22298
10642,Adoption,0,0,1,0,0,1,0,1,2.0,6,7,3212,22298
10643,Adoption,0,0,0,1,0,0,1,1,1.0,5,17,639,22298
10644,Transfer,0,0,0,1,0,0,1,1,9.0,7,10,13924,3040
10645,Adoption,0,0,1,0,0,1,0,0,2.0,9,19,2292,22298
10646,Return_to_owner,0,0,1,0,0,0,1,1,36.0,4,13,13924,22298
10647,Transfer,1,0,0,0,0,1,0,0,12.0,11,16,2772,1391
10648,Euthanasia,1,0,0,0,0,1,0,0,144.0,1,10,3212,22298
10649,Transfer,0,1,0,0,0,1,0,0,12.0,9,9,13924,1391
10650,Adoption,0,0,0,1,0,0,1,1,2.0,8,14,13924,22298
10651,Transfer,0,1,0,0,0,0,1,1,10.0,3,6,2772,22298
10652,Adoption,1,0,0,0,0,1,0,1,3.0,12,16,3212,22298
10653,Transfer,0,0,1,0,0,0,1,1,12.0,11,24,2292,22298
10654,Transfer,0,0,0,0,1,1,0,0,0.75,5,18,13924,22298
10655,Transfer,0,0,1,0,0,1,0,0,48.0,9,9,2292,22298
10656,Adoption,0,0,0,1,0,0,1,1,84.0,8,8,13924,3040
10657,Adoption,0,0,1,0,0,0,1,0,60.0,5,18,2772,22298
10658,Return_to_owner,0,0,1,0,0,0,1,1,48.0,5,17,13924,1391
10659,Transfer,0,0,1,0,0,0,1,0,84.0,12,6,2772,1391
10660,Transfer,0,0,0,1,0,1,0,1,60.0,10,16,530,22298
10661,Return_to_owner,0,0,1,0,0,0,1,1,180.0,2,11,13924,22298
10662,Adoption,0,0,1,0,0,0,1,1,24.0,5,15,2772,22298
10663,Died,1,0,0,0,0,1,0,0,0.5,8,7,2292,22298
10664,Transfer,0,0,0,1,0,1,0,0,24.0,3,15,517,22298
10665,Transfer,0,0,0,1,0,1,0,0,12.0,4,12,530,1391
10666,Adoption,0,0,1,0,0,0,1,1,8.0,8,2,13924,22298
10667,Euthanasia,0,1,0,0,0,0,1,0,4.0,10,12,13924,3040
10668,Adoption,0,0,0,1,0,1,0,1,108.0,1,11,13924,22298
10669,Euthanasia,1,0,0,0,0,0,1,0,3.0,2,14,2772,22298
10670,Adoption,0,0,1,0,0,0,1,1,12.0,7,12,13924,3040
10671,Adoption,0,0,1,0,0,1,0,0,2.0,12,17,3212,22298
10672,Transfer,0,0,1,0,0,0,1,1,72.0,11,11,2772,22298
10673,Adoption,0,0,1,0,0,1,0,1,2.0,8,13,13924,22298
10674,Adoption,0,0,1,0,0,0,1,1,36.0,3,18,639,22298
10675,Transfer,0,1,0,0,0,1,0,0,0.75,7,18,13924,22298
10676,Return_to_owner,0,1,0,0,0,0,1,1,36.0,10,2,2772,1391
10677,Transfer,0,1,0,0,0,0,1,1,72.0,10,17,13924,1391
10678,Transfer,0,0,1,0,0,0,1,1,8.0,3,16,2292,3040
10679,Adoption,0,0,0,1,0,0,1,0,1.0,9,9,2772,22298
10680,Transfer,0,1,0,0,0,1,0,0,4.0,9,9,13924,22298
10681,Transfer,0,0,1,0,0,0,1,1,12.0,1,13,13924,1391
10682,Transfer,0,1,0,0,0,1,0,0,0.75,10,18,3212,22298
10683,Transfer,0,1,0,0,0,1,0,0,12.0,10,9,13924,22298
10684,Transfer,0,1,0,0,0,1,0,0,0.0,6,8,3212,22298
10685,Euthanasia,1,0,0,0,0,0,1,0,24.0,10,17,639,22298
10686,Transfer,0,0,0,0,1,1,0,0,0.75,9,5,3212,22298
10687,Adoption,0,0,1,0,0,1,0,1,3.0,8,17,13924,22298
10688,Transfer,0,1,0,0,0,1,0,0,0.75,8,12,3212,22298
10689,Adoption,0,0,0,1,0,0,1,1,36.0,6,4,13924,22298
10690,Transfer,0,1,0,0,0,1,0,0,0.75,5,15,2772,22298
10691,Adoption,0,0,1,0,0,1,0,1,2.0,5,18,13924,22298
10692,Adoption,0,0,0,1,0,0,1,0,5.0,12,18,13924,22298
10693,Transfer,0,1,0,0,0,1,0,1,2.0,5,13,3212,22298
10694,Euthanasia,0,0,0,1,0,0,1,0,156.0,4,8,13924,22298
10695,Adoption,0,0,1,0,0,0,1,1,96.0,6,14,13924,22298
10696,Adoption,0,0,1,0,0,0,1,1,2.0,5,18,13924,22298
10697,Transfer,0,0,0,1,0,0,1,1,60.0,6,12,13924,22298
10698,Return_to_owner,0,1,0,0,0,0,1,1,228.0,3,19,13924,22298
10699,Transfer,1,0,0,0,0,0,1,0,0.0,11,14,932,3040
10700,Adoption,0,0,1,0,0,1,0,1,2.0,8,18,13924,22298
10701,Transfer,0,1,0,0,0,1,0,0,0.75,9,13,13924,22298
10702,Adoption,0,0,0,1,0,1,0,1,36.0,4,16,532,22298
10703,Adoption,0,0,0,1,0,0,1,1,36.0,11,18,13924,22298
10704,Euthanasia,0,0,0,0,1,1,0,0,1.0,12,18,13924,22298
10705,Return_to_owner,0,0,1,0,0,0,1,1,36.0,2,18,13924,22298
10706,Adoption,0,0,0,1,0,1,0,1,12.0,10,12,2292,22298
10707,Return_to_owner,0,0,1,0,0,0,1,1,60.0,7,12,2772,22298
10708,Transfer,0,0,0,0,1,1,0,0,0.0,3,15,2292,22298
10709,Adoption,0,0,0,1,0,1,0,1,132.0,12,12,532,22298
10710,Transfer,0,0,1,0,0,1,0,1,2.0,11,1,13924,22298
10711,Transfer,0,0,1,0,0,1,0,1,3.0,7,24,2292,22298
10712,Adoption,0,0,0,1,0,1,0,1,10.0,2,14,13924,22298
10713,Adoption,0,0,0,1,0,0,1,1,24.0,2,17,13924,22298
10714,Return_to_owner,0,0,0,1,0,0,1,1,108.0,4,17,2772,3040
10715,Transfer,1,0,0,0,0,1,0,1,4.0,4,11,13924,22298
10716,Adoption,0,0,1,0,0,0,1,1,12.0,12,14,628,22298
10717,Adoption,0,0,0,1,0,0,1,1,12.0,12,15,13924,22298
10718,Transfer,0,0,0,0,1,1,0,0,0.75,6,16,13924,22298
10719,Adoption,0,0,1,0,0,0,1,1,24.0,8,10,628,22298
10720,Adoption,0,0,0,1,0,1,0,1,2.0,7,19,3212,22298
10721,Transfer,1,0,0,0,0,0,1,1,7.0,11,15,639,22298
10722,Adoption,0,0,1,0,0,1,0,1,3.0,1,17,13924,22298
10723,Transfer,0,0,1,0,0,0,1,1,84.0,11,10,13924,22298
10724,Transfer,0,1,0,0,0,1,0,0,0.75,5,18,3212,22298
10725,Adoption,0,0,0,1,0,0,1,1,12.0,9,12,13924,22298
10726,Adoption,0,0,1,0,0,0,1,1,72.0,11,12,13924,22298
10727,Adoption,0,0,1,0,0,0,1,0,24.0,11,11,2772,22298
10728,Adoption,1,0,0,0,0,1,0,1,2.0,12,13,3212,22298
10729,Transfer,0,1,0,0,0,1,0,0,0.5,7,18,13924,22298
10730,Transfer,1,0,0,0,0,1,0,0,0.75,10,13,517,22298
10731,Adoption,0,0,1,0,0,0,1,1,5.0,7,11,2772,22298
10732,Transfer,0,0,1,0,0,0,1,1,12.0,12,17,13924,22298
10733,Transfer,0,0,0,1,0,0,1,0,12.0,7,13,2772,22298
10734,Adoption,0,0,0,1,0,0,1,1,12.0,2,15,13924,22298
10735,Adoption,0,0,0,1,0,0,1,1,12.0,8,18,13924,22298
10736,Transfer,0,0,0,0,1,1,0,0,48.0,3,13,13924,22298
10737,Adoption,0,0,0,1,0,1,0,1,24.0,1,16,13924,22298
10738,Adoption,0,0,1,0,0,1,0,1,12.0,8,13,3212,22298
10739,Transfer,0,1,0,0,0,1,0,0,0.75,6,12,13924,22298
10740,Return_to_owner,0,0,0,1,0,0,1,1,36.0,6,14,13924,22298
10741,Adoption,0,0,1,0,0,0,1,1,60.0,11,17,13924,22298
10742,Adoption,0,0,0,1,0,0,1,1,48.0,3,18,932,22298
10743,Adoption,0,0,1,0,0,0,1,0,10.0,4,10,13924,1391
10744,Adoption,0,0,0,1,0,0,1,1,36.0,9,14,13924,22298
10745,Transfer,1,0,0,0,0,1,0,0,0.75,11,11,3212,22298
10746,Adoption,0,0,1,0,0,0,1,0,2.0,9,18,13924,22298
10747,Return_to_owner,0,0,0,1,0,0,1,1,108.0,5,14,13924,3040
10748,Return_to_owner,0,0,1,0,0,0,1,1,48.0,4,12,13924,22298
10749,Euthanasia,0,0,1,0,0,0,1,1,36.0,11,10,13924,22298
10750,Euthanasia,1,0,0,0,0,1,0,0,2.0,11,8,13924,22298
10751,Return_to_owner,0,0,0,1,0,0,1,1,12.0,2,5,13924,22298
10752,Adoption,0,0,0,1,0,1,0,1,60.0,7,2,3212,22298
10753,Transfer,0,0,0,1,0,0,1,1,36.0,1,13,13924,3040
10754,Transfer,0,0,1,0,0,1,0,1,72.0,6,1,532,22298
10755,Adoption,0,0,0,1,0,1,0,1,2.0,11,17,13924,22298
10756,Adoption,0,0,1,0,0,1,0,1,2.0,9,17,2292,22298
10757,Transfer,1,0,0,0,0,0,1,0,2.0,5,15,13924,22298
10758,Return_to_owner,0,0,0,1,0,0,1,1,48.0,2,14,13924,22298
10759,Return_to_owner,0,0,1,0,0,0,1,1,96.0,11,18,13924,1391
10760,Transfer,1,0,0,0,0,0,1,0,3.0,7,14,13924,22298
10761,Return_to_owner,0,0,0,1,0,0,1,1,6.0,1,18,13924,22298
10762,Adoption,0,0,0,1,0,1,0,1,4.0,12,17,2292,22298
10763,Return_to_owner,0,0,0,1,0,0,1,1,96.0,9,6,13924,22298
10764,Return_to_owner,0,0,1,0,0,0,1,1,84.0,10,15,13924,22298
10765,Return_to_owner,0,0,1,0,0,0,1,1,12.0,7,18,639,22298
10766,Transfer,0,1,0,0,0,1,0,1,1.0,8,14,2292,22298
10767,Adoption,0,0,0,1,0,0,1,1,72.0,9,14,628,22298
10768,Adoption,0,1,0,0,0,1,0,1,2.0,5,19,2292,22298
10769,Return_to_owner,0,0,0,1,0,0,1,1,24.0,2,17,2292,3040
10770,Adoption,0,0,0,1,0,0,1,1,24.0,9,18,13924,22298
10771,Adoption,0,0,1,0,0,0,1,0,1.0,12,8,13924,3040
10772,Adoption,0,0,0,1,0,0,1,1,24.0,10,16,13924,22298
10773,Return_to_owner,0,0,0,1,0,0,1,1,108.0,5,15,13924,22298
10774,Transfer,0,0,0,1,0,0,1,0,120.0,8,12,13924,22298
10775,Transfer,1,0,0,0,0,0,1,1,5.0,9,13,932,22298
10776,Adoption,0,0,1,0,0,1,0,1,6.0,10,10,3212,22298
10777,Died,0,1,0,0,0,0,1,0,1.0,6,13,13924,22298
10778,Euthanasia,0,0,0,1,0,0,1,0,60.0,5,14,13924,22298
10779,Transfer,0,1,0,0,0,1,0,0,24.0,11,9,13924,22298
10780,Transfer,0,1,0,0,0,0,1,0,2.0,12,7,13924,22298
10781,Transfer,0,0,0,0,1,1,0,0,0.0,5,9,13924,22298
10782,Adoption,0,0,1,0,0,1,0,1,108.0,5,13,13924,22298
10783,Adoption,0,0,1,0,0,1,0,1,9.0,2,1,3212,22298
10784,Return_to_owner,0,0,1,0,0,0,1,1,12.0,11,15,13924,22298
10785,Transfer,1,0,0,0,0,1,0,0,12.0,5,9,13924,22298
10786,Adoption,0,0,0,1,0,1,0,1,3.0,3,12,3212,22298
10787,Return_to_owner,0,1,0,0,0,0,1,1,84.0,8,12,13924,1391
10788,Adoption,1,0,0,0,0,0,1,1,3.0,6,11,2772,22298
10789,Transfer,0,1,0,0,0,1,0,1,0.25,1,18,3212,22298
10790,Adoption,0,0,0,1,0,0,1,1,6.0,6,18,13924,22298
10791,Adoption,0,0,1,0,0,1,0,1,2.0,9,17,3212,22298
10792,Adoption,0,0,1,0,0,0,1,1,12.0,11,17,13924,22298
10793,Transfer,0,0,0,1,0,1,0,0,12.0,11,13,3212,22298
10794,Euthanasia,1,0,0,0,0,1,0,0,12.0,3,14,13924,22298
10795,Return_to_owner,0,0,0,1,0,0,1,1,36.0,4,17,13924,3040
10796,Return_to_owner,0,0,1,0,0,0,1,1,60.0,2,18,13924,22298
10797,Adoption,0,0,1,0,0,0,1,1,72.0,10,10,2772,22298
10798,Adoption,0,0,0,1,0,0,1,1,12.0,10,13,13924,22298
10799,Adoption,0,0,0,1,0,1,0,1,24.0,3,17,532,22298
10800,Euthanasia,0,0,0,1,0,1,0,1,72.0,12,1,532,22298
10801,Return_to_owner,0,0,1,0,0,0,1,1,84.0,10,11,2772,22298
10802,Return_to_owner,0,0,0,1,0,0,1,1,12.0,3,15,2772,22298
10803,Transfer,1,0,0,0,0,1,0,0,0.75,5,12,3212,22298
10804,Transfer,1,0,0,0,0,0,1,0,120.0,4,11,932,22298
10805,Return_to_owner,0,1,0,0,0,0,1,1,84.0,1,11,2772,1391
10806,Euthanasia,0,1,0,0,0,0,1,0,3.0,12,10,2772,22298
10807,Return_to_owner,0,0,0,1,0,0,1,1,36.0,8,11,13924,22298
10808,Transfer,0,0,1,0,0,1,0,1,36.0,11,15,13924,22298
10809,Euthanasia,0,0,1,0,0,0,1,1,12.0,7,4,13924,22298
10810,Return_to_owner,0,0,0,1,0,0,1,1,108.0,9,16,639,22298
10811,Transfer,0,1,0,0,0,1,0,0,0.25,10,15,2292,22298
10812,Transfer,0,1,0,0,0,1,0,0,4.0,9,9,3212,22298
10813,Adoption,0,0,1,0,0,0,1,1,24.0,11,14,2772,22298
10814,Adoption,0,0,1,0,0,0,1,1,36.0,7,12,13924,22298
10815,Transfer,0,0,0,1,0,0,1,1,10.0,6,14,628,22298
10816,Euthanasia,0,0,1,0,0,0,1,1,12.0,10,14,13924,22298
10817,Adoption,1,0,0,0,0,1,0,1,1.0,12,14,13924,22298
10818,Adoption,0,0,0,1,0,0,1,0,2.0,4,12,13924,22298
10819,Transfer,0,0,0,1,0,1,0,1,24.0,12,13,13924,22298
10820,Adoption,0,1,0,0,0,0,1,1,4.0,4,8,13924,22298
10821,Adoption,0,0,1,0,0,0,1,1,12.0,7,11,639,3040
10822,Adoption,0,0,1,0,0,0,1,1,2.0,9,18,13924,22298
10823,Adoption,0,0,0,1,0,1,0,0,2.0,11,17,13924,22298
10824,Adoption,0,0,1,0,0,0,1,1,60.0,12,16,2292,22298
10825,Transfer,0,0,0,0,1,1,0,0,12.0,9,9,3212,22298
10826,Adoption,0,0,1,0,0,0,1,1,12.0,11,18,13924,22298
10827,Transfer,0,1,0,0,0,1,0,0,0.0,4,11,3212,22298
10828,Transfer,0,0,1,0,0,1,0,0,48.0,10,11,13924,22298
10829,Adoption,0,0,1,0,0,0,1,1,2.0,10,11,2772,22298
10830,Return_to_owner,0,0,1,0,0,0,1,1,36.0,5,13,2772,22298
10831,Transfer,0,0,1,0,0,0,1,1,96.0,8,11,13924,22298
10832,Adoption,0,0,0,1,0,0,1,1,2.0,6,18,2772,22298
10833,Transfer,0,1,0,0,0,1,0,0,0.25,6,14,13924,22298
10834,Adoption,0,0,1,0,0,0,1,1,10.0,8,19,2772,3040
10835,Transfer,0,0,0,1,0,1,0,1,4.0,3,11,2292,22298
10836,Adoption,0,0,1,0,0,0,1,0,2.0,4,17,13924,3040
10837,Euthanasia,0,0,0,1,0,0,1,1,12.0,11,18,639,22298
10838,Euthanasia,0,1,0,0,0,0,1,1,120.0,10,14,2772,22298
10839,Transfer,1,0,0,0,0,0,1,1,12.0,7,15,13924,22298
10840,Euthanasia,0,1,0,0,0,0,1,0,36.0,6,13,13924,22298
10841,Adoption,0,0,1,0,0,0,1,1,12.0,9,8,2292,22298
10842,Adoption,0,0,0,1,0,1,0,1,24.0,9,18,3212,22298
10843,Return_to_owner,0,0,1,0,0,1,0,1,36.0,8,14,13924,22298
10844,Adoption,0,0,0,1,0,1,0,0,2.0,8,12,13924,22298
10845,Transfer,0,0,0,1,0,1,0,1,48.0,5,14,13924,22298
10846,Adoption,0,0,0,1,0,0,1,0,2.0,5,10,2292,22298
10847,Return_to_owner,0,0,0,1,0,0,1,1,36.0,5,11,932,22298
10848,Adoption,0,0,0,1,0,0,1,1,12.0,1,15,13924,22298
10849,Adoption,0,0,0,1,0,1,0,0,3.0,12,12,13924,22298
10850,Adoption,0,0,0,1,0,0,1,1,7.0,2,17,2772,22298
10851,Euthanasia,0,1,0,0,0,1,0,0,48.0,1,12,532,22298
10852,Transfer,0,0,1,0,0,0,1,1,120.0,8,17,13924,1391
10853,Adoption,0,0,1,0,0,0,1,1,36.0,8,17,13924,22298
10854,Adoption,0,0,1,0,0,1,0,1,2.0,10,14,3212,22298
10855,Adoption,0,0,0,1,0,1,0,1,2.0,5,17,13924,22298
10856,Adoption,0,0,1,0,0,1,0,0,2.0,7,17,3212,22298
10857,Transfer,0,1,0,0,0,0,1,1,24.0,5,8,13924,1391
10858,Transfer,0,0,1,0,0,1,0,1,12.0,11,13,13924,22298
10859,Adoption,0,0,1,0,0,1,0,1,12.0,2,15,3212,22298
10860,Transfer,0,0,1,0,0,0,1,1,36.0,12,16,13924,22298
10861,Euthanasia,0,0,0,1,0,0,1,1,60.0,1,10,13924,22298
10862,Adoption,0,0,0,1,0,1,0,1,2.0,11,14,2772,22298
10863,Adoption,0,0,0,1,0,1,0,1,4.0,1,18,13924,22298
10864,Transfer,0,0,1,0,0,1,0,1,24.0,6,9,2292,22298
10865,Transfer,0,0,1,0,0,1,0,0,36.0,12,9,3212,22298
10866,Adoption,0,0,1,0,0,0,1,1,12.0,9,13,13924,3040
10867,Adoption,0,0,1,0,0,1,0,1,120.0,1,18,13924,22298
10868,Adoption,0,0,1,0,0,1,0,1,3.0,10,13,2292,22298
10869,Transfer,1,0,0,0,0,1,0,1,2.0,11,13,13924,22298
10870,Transfer,0,0,0,1,0,1,0,1,12.0,8,12,2292,22298
10871,Euthanasia,0,0,1,0,0,0,1,1,5.0,8,17,13924,22298
10872,Return_to_owner,0,0,1,0,0,0,1,1,36.0,7,11,2772,22298
10873,Adoption,0,0,1,0,0,1,0,1,3.0,10,3,3212,22298
10874,Adoption,0,0,0,1,0,0,1,1,4.0,1,17,13924,22298
10875,Transfer,0,0,1,0,0,0,1,1,24.0,3,13,2292,3040
10876,Adoption,0,0,0,1,0,1,0,1,3.0,9,17,517,22298
10877,Adoption,0,0,0,1,0,1,0,0,3.0,9,18,13924,22298
10878,Adoption,0,0,0,1,0,0,1,1,1.0,8,17,13924,22298
10879,Transfer,0,1,0,0,0,1,0,0,0.0,6,8,2292,22298
10880,Adoption,0,0,1,0,0,0,1,1,12.0,1,13,2772,22298
10881,Adoption,0,0,0,1,0,0,1,1,24.0,1,12,2772,22298
10882,Transfer,0,1,0,0,0,0,1,0,4.0,11,13,13924,22298
10883,Euthanasia,0,0,1,0,0,1,0,0,120.0,6,10,13924,22298
10884,Adoption,0,0,1,0,0,0,1,1,24.0,8,12,13924,22298
10885,Adoption,0,0,1,0,0,0,1,1,11.0,2,2,13924,22298
10886,Transfer,0,0,0,1,0,0,1,1,12.0,2,24,13924,22298
10887,Adoption,0,0,1,0,0,0,1,1,12.0,2,18,2772,22298
10888,Transfer,0,0,1,0,0,0,1,1,12.0,6,15,13924,22298
10889,Transfer,1,0,0,0,0,1,0,0,36.0,9,9,517,22298
10890,Transfer,0,0,0,0,1,1,0,0,5.0,7,9,3212,22298
10891,Return_to_owner,0,0,1,0,0,1,0,1,3.0,10,5,13924,22298
10892,Transfer,0,0,1,0,0,0,1,1,3.0,11,12,13924,22298
10893,Return_to_owner,0,0,1,0,0,0,1,1,12.0,4,6,13924,3040
10894,Return_to_owner,0,0,0,1,0,0,1,1,12.0,1,16,932,3040
10895,Adoption,0,0,1,0,0,0,1,1,96.0,10,16,13924,22298
10896,Transfer,0,0,0,1,0,0,1,0,24.0,10,13,13924,22298
10897,Transfer,0,0,0,0,1,1,0,0,0.75,7,15,3212,22298
10898,Adoption,0,0,0,1,0,0,1,1,24.0,9,16,13924,22298
10899,Adoption,0,0,1,0,0,0,1,1,24.0,4,17,639,22298
10900,Transfer,1,0,0,0,0,0,1,1,2.0,6,15,2772,22298
10901,Transfer,0,1,0,0,0,0,1,1,72.0,11,16,13924,1391
10902,Transfer,0,0,0,1,0,0,1,1,24.0,1,12,2772,22298
10903,Return_to_owner,0,1,0,0,0,0,1,1,120.0,3,17,2772,22298
10904,Adoption,0,0,1,0,0,0,1,1,12.0,2,16,2292,22298
10905,Return_to_owner,0,0,1,0,0,0,1,1,48.0,11,7,13924,22298
10906,Adoption,0,0,1,0,0,0,1,1,48.0,7,16,13924,3040
10907,Adoption,0,0,0,1,0,1,0,1,24.0,7,14,3212,22298
10908,Return_to_owner,0,0,1,0,0,0,1,1,120.0,7,2,13924,1391
10909,Transfer,1,0,0,0,0,0,1,0,1.0,12,14,13924,22298
10910,Died,0,0,0,0,1,1,0,0,0.5,10,10,2772,22298
10911,Adoption,0,0,1,0,0,1,0,0,2.0,9,17,3212,22298
10912,Adoption,0,0,1,0,0,1,0,1,60.0,8,14,13924,22298
10913,Adoption,0,0,1,0,0,0,1,0,48.0,12,14,13924,22298
10914,Adoption,0,0,0,1,0,0,1,1,12.0,10,2,2772,3040
10915,Euthanasia,0,1,0,0,0,0,1,0,120.0,2,5,639,1391
10916,Transfer,1,0,0,0,0,0,1,1,4.0,12,16,13924,22298
10917,Return_to_owner,0,0,1,0,0,0,1,1,36.0,12,14,13924,22298
10918,Adoption,0,0,0,1,0,0,1,1,48.0,11,11,628,22298
10919,Return_to_owner,1,0,0,0,0,0,1,1,12.0,4,12,13924,22298
10920,Transfer,0,1,0,0,0,1,0,0,12.0,4,14,3212,22298
10921,Return_to_owner,0,0,1,0,0,0,1,1,84.0,2,4,2292,3040
10922,Transfer,1,0,0,0,0,1,0,1,1.0,5,11,530,3040
10923,Adoption,0,0,1,0,0,1,0,1,36.0,9,14,3212,22298
10924,Transfer,0,0,1,0,0,0,1,1,12.0,5,12,13924,22298
10925,Transfer,0,0,1,0,0,0,1,1,12.0,7,17,13924,22298
10926,Transfer,0,1,0,0,0,1,0,0,4.0,10,9,3212,22298
10927,Transfer,1,0,0,0,0,0,1,1,12.0,10,11,13924,22298
10928,Transfer,1,0,0,0,0,1,0,0,4.0,10,9,2772,22298
10929,Return_to_owner,0,0,0,1,0,0,1,1,144.0,4,11,2772,22298
10930,Return_to_owner,0,0,1,0,0,0,1,0,24.0,6,1,2292,22298
10931,Adoption,0,0,1,0,0,0,1,1,36.0,8,16,2772,3040
10932,Transfer,0,1,0,0,0,0,1,1,48.0,1,5,13924,3040
10933,Adoption,0,0,1,0,0,0,1,0,60.0,6,2,13924,22298
10934,Transfer,1,0,0,0,0,1,0,0,4.0,10,9,2292,22298
